"Incident Number","Date of Call","Call Time","Dispatch Time","Arrival Time","Clear Time","Responsible Unit/Officer","Location","Shift","Call Type","Nature of Call","Day of Call","How Recieved","Disposition","Location","X Coord","Y Coord"
"21SH03597","04/05/2021","22:27:17","22:27:52 04/05/2021","22:30:22 04/05/2021","22:41:57 04/05/2021","SPYRNAL T","W LINCOLN HWY & PINE ISLAND DR, CROWN POINT","N","l","Reckless Drivg","Monday","T","CLO","SHA4D","-87397267","41474087"
"21SH03598","04/05/2021","23:14:13","23:15:51 04/05/2021","23:17:15 04/05/2021","23:38:21 04/05/2021","ASCENCIO RI","1746 BURGUNDY ST, SCHERERVILLE","N","lf","Agency Assist","Monday","9","SFD","SHA3G","-87449121","41490398"
"21SH03599","04/05/2021","23:47:57","23:48:45 04/05/2021","23:53:19 04/05/2021","23:59:14 04/05/2021","DANIELS B","3025 AMBERLEIGH LN, SCHERERVILLE","N","l","Suspicious Inc.","Monday","T","CLO","SHA2","-87490847","41476328"
"21SH03600","04/06/2021","02:58:07","02:59:32 04/06/2021","03:00:24 04/06/2021","03:09:23 04/06/2021","ASCENCIO RI","200 E US HWY 30; CIRCLE K, SCHERERVILLE","N","l","Suspicious Veh.","Tuesday","T","UNF","SHA3B","-87446199","41484309"
"21SH03601","04/06/2021","04:01:02","04:02:24 04/06/2021","04:05:51 04/06/2021","04:09:53 04/06/2021","MYSZAK J","730 65TH ST, SCHERERVILLE","N","l","Alarm","Tuesday","T","CLO","SHA1F","-87469802","41500551"
"21SH03602","04/06/2021","05:19:31","05:19:53 04/06/2021","05:27:31 04/06/2021","05:32:24 04/06/2021","ALVAREZ D","7403 CLINE AV; CAMPAGNA ACADEMY, SCHERERVILLE","N","l","911 HANGUP","Tuesday","T","CLO","SHA4H","-87432045","41485394"
"21SH03603","04/06/2021","06:11:34","06:13:05 04/06/2021","06:16:53 04/06/2021","06:22:58 04/06/2021","AHRENS J","5345 COMMERCE DR, CROWN POINT","D","l","Alarm","Tuesday","T","CLO","SHA4C","-87398503","41473523"
"21SH03604","04/06/2021","07:24:18","**:**:** **/**/****","07:24:45 04/06/2021","07:53:55 04/06/2021","NANGLE E","7403 CLINE AV; CAMPAGNA ACADEMY, SCHERERVILLE","D","l","Runaway Juvnile","Tuesday","O","CLO","SHA4H","-87432045","41485394"
"21SH03605","04/06/2021","08:26:57","08:38:46 04/06/2021","08:42:15 04/06/2021","08:58:40 04/06/2021","NANGLE E","7403 CLINE AV; CAMPAGNA ACADEMY, SCHERERVILLE","D","l","Runaway Juvnile","Tuesday","9","CLO","SHA4H","-87432045","41485394"
"21SH03606","04/06/2021","08:42:56","08:45:20 04/06/2021","08:49:37 04/06/2021","09:06:52 04/06/2021","AHRENS J","1736 NOVO DR ; AT STATION, SCHERERVILLE","D","l","Custodial Int.","Tuesday","P","CLO","SHA4H","-87428919","41490424"
"21SH03607","04/06/2021","08:50:44","**:**:** **/**/****","**:**:** **/**/****","09:11:27 04/06/2021","BEWLEY K","8140 CEDAR POINT DR; apt 340, CROWN POINT","D","l","Animal Problem","Tuesday","T","CLO","SHA4C","-87400285","41471439"
"21SH03608","04/06/2021","09:39:41","09:43:00 04/06/2021","09:45:07 04/06/2021","10:17:04 04/06/2021","RUZGA TH","1233 US 41; enterprise, SCHERERVILLE","D","l","Civil Matter","Tuesday","T","CLO","SHA1F","-87471067","41501565"
"21SH03609","04/06/2021","09:56:59","09:58:09 04/06/2021","10:01:17 04/06/2021","10:20:06 04/06/2021","X PRIDE RO","250 DEERTRAIL LN, SCHERERVILLE","D","l","Disturbance","Tuesday","T","CLO","SHA3D","-87444978","41481141"
"21SH03610","04/06/2021","09:59:17","10:01:21 04/06/2021","10:08:45 04/06/2021","10:16:24 04/06/2021","BIELLA A","750 US 41; Lighthouse Auto Body, SCHERERVILLE","D","l","Alarm","Tuesday","T","CLO","SHA1A","-87471169","41510385"
"21SH03611","04/06/2021","10:01:11","10:02:10 04/06/2021","10:07:31 04/06/2021","10:08:36 04/06/2021","ALVAREZ D","2145 US 41, SCHERERVILLE","D","l","911 HANGUP","Tuesday","9","CLO","SHA2G","-87470720","41485888"
"21SH03612","04/06/2021","10:13:18","10:16:25 04/06/2021","10:23:48 04/06/2021","10:43:00 04/06/2021","BIELLA A","1304 WILLOW LN, SCHERERVILLE","D","l","VIN Inspection","Tuesday","P","CLO","SHA1A","-87484218","41519952"
"21SH03613","04/06/2021","10:22:09","**:**:** **/**/****","**:**:** **/**/****","10:25:10 04/06/2021","DAVITT C","25 E JOLIET ST, SCHERERVILLE","D","l","Permit App/Gun","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03614","04/06/2021","10:32:01","10:32:41 04/06/2021","10:36:23 04/06/2021","10:56:00 04/06/2021","X PRIDE RO","10 E JOLIET ST, SCHERERVILLE","D","l","Escort","Tuesday","T","CLO","SHA3F","-87451433","41492079"
"21SH03615","04/06/2021","10:43:21","**:**:** **/**/****","10:43:33 04/06/2021","10:45:22 04/06/2021","BIELLA A","US 41 & MAIN ST, SCHERERVILLE","D","l","Traffic Hazard","Tuesday","O","CLO","HI216","-87471342","41523013"
"21SH03616","04/06/2021","10:51:15","10:52:36 04/06/2021","10:54:55 04/06/2021","11:25:36 04/06/2021","QUIROGA J","US 41 & W LINCOLN HWY; bp, SCHERERVILLE","D","l","PD Accident","Tuesday","9","CLO","SHA2G","-87470884","41490647"
"21SH03617","04/06/2021","11:24:22","11:26:06 04/06/2021","11:28:04 04/06/2021","11:38:05 04/06/2021","X PRIDE RO","1829 AUSTIN AV, SCHERERVILLE","D","l","Suspicious Veh.","Tuesday","T","UNF","SHA3B","-87446674","41488986"
"21SH03618","04/06/2021","12:07:31","12:13:30 04/06/2021","12:18:40 04/06/2021","12:27:34 04/06/2021","ALVAREZ D","2624 HARVEST DR, CROWN POINT","D","l","Suspicious Veh.","Tuesday","T","CLO","SHA4A","-87416718","41474552"
"21SH03619","04/06/2021","12:38:30","12:42:48 04/06/2021","12:48:27 04/06/2021","13:23:31 04/06/2021","BIELLA A","1145 COMMERCIAL DR; Izzys Auto Detailing, SCHERERVILLE","D","l","Property Damage","Tuesday","T","CLO","SHA1F","-87467523","41501192"
"21SH03620","04/06/2021","13:02:25","13:03:29 04/06/2021","13:16:12 04/06/2021","13:17:21 04/06/2021","PANNARALLA G","W LINCOLN HWY & ST JOHN RD, SCHERERVILLE","D","l","Funeral Escort","Tuesday","T","CLO","SHA2C","-87489946","41491174"
"21SH03621","04/06/2021","13:45:24","13:48:13 04/06/2021","13:55:27 04/06/2021","14:55:09 04/06/2021","RUZGA TH","1861 US 41; UHAUL, SCHERERVILLE","D","l","Theft-Auto","Tuesday","T","CCF","SHA2G","-87470864","41488786"
"21SH03622","04/06/2021","13:52:03","13:55:39 04/06/2021","14:02:42 04/06/2021","15:36:59 04/06/2021","ALVAREZ D","1195 AUBURN MEADOW LN; unk, SCHERERVILLE","D","l","Welfare Check","Tuesday","T","CLO","SHA1E","-87480728","41498974"
"21SH03623","04/06/2021","14:16:22","**:**:** **/**/****","**:**:** **/**/****","14:17:36 04/06/2021","DAVITT C","25 E JOLIET ST, SCHERERVILLE","D","l","Tow/Veh Release","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03624","04/06/2021","15:02:16","**:**:** **/**/****","**:**:** **/**/****","15:03:00 04/06/2021","DAVITT C","25 E JOLIET ST, SCHERERVILLE","D","l","Permit App/Gun","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03625","04/06/2021","15:11:25","**:**:** **/**/****","**:**:** **/**/****","15:12:07 04/06/2021","DAVITT C","25 E JOLIET ST, SCHERERVILLE","D","l","Tow/Veh Release","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03626","04/06/2021","15:18:18","15:21:48 04/06/2021","15:26:06 04/06/2021","15:55:41 04/06/2021","X PRIDE RO","25 E JOLIET ST, SCHERERVILLE","D","l","Civil Matter","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03627","04/06/2021","15:55:02","**:**:** **/**/****","**:**:** **/**/****","15:55:53 04/06/2021","HARDIMAN CA","25 E JOLIET ST, SCHERERVILLE","D","l","Tow/Veh Release","Tuesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03628","04/06/2021","16:13:06","16:21:35 04/06/2021","16:32:16 04/06/2021","16:32:18 04/06/2021","ALVAREZ D","1195 AUBURN MEADOW LN; ON STATION, SCHERERVILLE","D","l","Threatening","Tuesday","P","CLO","SHA1E","-87480728","41498974"
"21SH03629","04/06/2021","16:28:51","16:34:24 04/06/2021","**:**:** **/**/****","16:39:42 04/06/2021","RUZGA TH","612 SAINT ANDREWS DR, SCHERERVILLE","D","lf","Agency Assist","Tuesday","T","SFD","SHA1B","-87478973","41510895"
"21SH03630","04/06/2021","16:36:57","17:12:27 04/06/2021","17:21:34 04/06/2021","17:54:07 04/06/2021","xSULLIVAN JO","MAIN ST & INDIANAPOLIS BLVD, HIGHLAND","D","l","PD Accident","Tuesday","T","CRO","HI216","-87471342","41523013"
"21SH03631","04/06/2021","17:01:46","17:04:27 04/06/2021","17:12:09 04/06/2021","17:18:04 04/06/2021","KNIGHT J","1615 JULIE DR, SCHERERVILLE","D","l","Information","Tuesday","T","CLO","SHA3B","-87433747","41492374"
"21SH03632","04/06/2021","17:34:12","17:34:42 04/06/2021","17:39:17 04/06/2021","17:50:46 04/06/2021","KNIGHT J","5715 70TH AV, SCHERERVILLE","D","l","911 HANGUP","Tuesday","9","CLO","SHA4J","-87403422","41491131"
"21SH03633","04/06/2021","17:45:20","17:48:00 04/06/2021","17:58:49 04/06/2021","18:12:15 04/06/2021","xMYSLIWIEC L","40 US 41; TJ MAXX, SCHERERVILLE","D","l","PD Accident","Tuesday","T","CLO","SHA1A","-87471333","41522317"
"21SH03634","04/06/2021","17:50:48","17:51:35 04/06/2021","18:00:45 04/06/2021","18:15:02 04/06/2021","KNIGHT J","1773 FOUNTAIN PARK DR; HOLIDAY INN EXPRESS RM 310, SCHERERVILLE","D","l","911 HANGUP","Tuesday","T","CLO","SHA1G","-87475575","41491062"
"21SH03635","04/06/2021","17:58:22","18:12:18 04/06/2021","18:12:21 04/06/2021","18:14:38 04/06/2021","SAVICH S","199 US 41; WHOLE FOODS, SCHERERVILLE","D","l","Suspicious Per.","Tuesday","T","UTL","SHA1C","-87471293","41519477"
"21SH03636","04/06/2021","18:56:55","18:58:46 04/06/2021","19:02:36 04/06/2021","19:06:21 04/06/2021","xWHITE IM","5521 W LINCOLN HWY; THE POINTE, CROWN POINT","N","l","Loitering","Tuesday","T","CLO","SHA4C","-87401872","41474969"
"21SH03637","04/06/2021","19:59:20","23:41:19 04/06/2021","23:54:24 04/06/2021","02:19:56 04/07/2021","SPYRNAL T","W LINCOLN HWY & US 41; wb, SCHERERVILLE","N","l","Reckless Drivg","Tuesday","T","CAA","SHA2G","-87470884","41490647"
"21SH03638","04/06/2021","20:09:42","20:16:50 04/06/2021","**:**:** **/**/****","20:19:13 04/06/2021","xWHITE IM","E US HWY 30 & AUSTIN AV; WB, SCHERERVILLE","N","l","Driving Complnt","Tuesday","T","UTL","SHA3G","-87446625","41484394"
"21SH03639","04/06/2021","20:17:01","20:19:22 04/06/2021","**:**:** **/**/****","21:03:49 04/06/2021","DANIELS B","751 E US HWY 30; VON TOBEL LUMBER SUPPLY ON 30, SCHERERVILLE","N","lf","PI Accident","Tuesday","T","CLO","SHA3D","-87433118","41481784"
"21SH03640","04/06/2021","20:24:50","20:27:34 04/06/2021","20:37:34 04/06/2021","20:45:51 04/06/2021","xMYSLIWIEC L","8051 WICKER AV; Olthoff, SCHERERVILLE","N","l","Suspicious Inc.","Tuesday","9","UTL","SHA2H","-87470397","41472311"
"21SH03641","04/06/2021","21:00:31","21:01:26 04/06/2021","21:04:33 04/06/2021","21:47:16 04/06/2021","xMYSLIWIEC L","24 JOLIET ST; SMMS, DYER","N","l","Agency Assist","Tuesday","T","CLO","DY2AR","-87524744","41494494"
"21SH03642","04/06/2021","22:18:45","22:19:18 04/06/2021","22:20:29 04/06/2021","23:19:33 04/06/2021","MENDEZ H","1048 US 41, SCHERERVILLE","N","lf","Disturbance","Tuesday","O","CAA","SHA1E","-87471155","41504468"
"21SH03643","04/06/2021","23:34:29","23:36:06 04/06/2021","23:37:44 04/06/2021","23:56:43 04/06/2021","SAVICH S","2060 MEADOW LN; 2, SCHERERVILLE","N","l","Domestic Dist","Tuesday","T","CLO","SHA2G","-87467398","41484859"
"21SH03644","04/06/2021","23:38:33","23:42:24 04/06/2021","23:47:24 04/06/2021","23:52:02 04/06/2021","DANIELS B","4963 W 82ND CT; APT D, CROWN POINT","N","l","Information","Tuesday","T","TRA","SHA4D","-87396076","41469360"
"21SH03645","04/07/2021","01:36:37","02:28:46 04/07/2021","02:30:48 04/07/2021","02:36:13 04/07/2021","DANIELS B","2344 CLINE AV; LiqGo, SCHERERVILLE","N","l","Suspicious Inc.","Wednesday","T","CLO","SHA3C","-87431990","41482680"
"21SH03646","04/07/2021","02:41:07","02:48:33 04/07/2021","02:54:25 04/07/2021","03:07:23 04/07/2021","SPYRNAL T","802 JORDAN CIR, SCHERERVILLE","N","l","Animal Problem","Wednesday","9","CLO","SHA4H","-87432190","41493213"
"21SH03647","04/07/2021","07:58:16","08:00:07 04/07/2021","08:02:07 04/07/2021","08:40:35 04/07/2021","DJORDJEVICH MA","2147 MEADOW LN ;APT 7 ; PD, SCHERERVILLE","D","l","Information","Wednesday","P","CLO","SHA2G","-87467404","41483676"
"21SH03648","04/07/2021","09:31:34","09:34:09 04/07/2021","09:41:20 04/07/2021","09:47:37 04/07/2021","WOZNIAK JE","199 US 41; WHOLE FOODS, SCHERERVILLE","D","l","Parking Problem","Wednesday","T","UNF","SHA1C","-87471293","41519477"
"21SH03658","04/07/2021","10:03:00","**:**:** **/**/****","**:**:** **/**/****","10:08:00 04/07/2021","Anderson Tr","25 E JOLIET ST; SCHERERVILLE POLICE DEPARTMENT; ON STATION, SCHERERVILLE","D","l","Permit App/Gun","Wednesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03649","04/07/2021","10:05:12","10:06:12 04/07/2021","10:08:18 04/07/2021","10:22:35 04/07/2021","WOZNIAK JE","1904 US 41; HAMPTON INN, SCHERERVILLE","D","l","911 HANGUP","Wednesday","9","CLO","SHA2D","-87470844","41488388"
"21SH03650","04/07/2021","10:06:54","10:07:50 04/07/2021","10:12:03 04/07/2021","10:24:01 04/07/2021","DJORDJEVICH MA","10 E JOLIET ST; SCHERERVILLE TOWN HALL, SCHERERVILLE","D","l","Escort","Wednesday","T","CLO","SHA3F","-87451433","41492079"
"21SH03651","04/07/2021","10:27:24","10:29:16 04/07/2021","10:30:11 04/07/2021","10:38:39 04/07/2021","STEVENS A","747 65TH ST; maaco collision, SCHERERVILLE","D","l","Parking Problem","Wednesday","T","UNF","SHA1F","-87470104","41500551"
"21SH03652","04/07/2021","10:29:04","**:**:** **/**/****","10:29:29 04/07/2021","10:46:43 04/07/2021","XFRITZ J","449 OXFORD CIR, SCHERERVILLE","D","l","Animal Problem","Wednesday","T","CLO","SHA2I","-87462581","41477566"
"21SH03653","04/07/2021","10:39:51","10:41:59 04/07/2021","10:43:29 04/07/2021","10:48:55 04/07/2021","WOZNIAK JE","1642 US 41; CHARTER FITNESS, SCHERERVILLE","D","lf","Agency Assist","Wednesday","T","CLO","SHA1G","-87470924","41494464"
"21SH03654","04/07/2021","10:49:34","10:50:24 04/07/2021","10:58:27 04/07/2021","11:02:02 04/07/2021","WOZNIAK JE","443 OXFORD CIR, SCHERERVILLE","D","l","Parking Problem","Wednesday","T","CLO","SHA2I","-87462477","41477575"
"21SH03655","04/07/2021","10:57:26","11:04:31 04/07/2021","11:06:40 04/07/2021","11:35:04 04/07/2021","GERBICK M","6949 TOMPKINS CT, GRIFFITH","D","l","911 HANGUP","Wednesday","T","CLO","4050","-87407257","41491520"
"21SH03656","04/07/2021","11:07:35","11:08:30 04/07/2021","11:10:40 04/07/2021","11:24:46 04/07/2021","STEVENS A","1350 US 41, SCHERERVILLE","D","l","PD Accident","Wednesday","T","CLO","SHA1E","-87471009","41499547"
"21SH03657","04/07/2021","11:18:08","11:20:36 04/07/2021","11:29:49 04/07/2021","11:48:31 04/07/2021","LOPEZ C","1106 E CAMBRIDGE, SCHERERVILLE","D","l","Information","Wednesday","T","CLO","","",""
"21SH03659","04/07/2021","11:26:28","11:27:03 04/07/2021","11:31:23 04/07/2021","11:46:31 04/07/2021","DJORDJEVICH MA","25 E JOLIET ST; SCHERERVILLE POLICE DEPARTMENT; ON STATION, SCHERERVILLE","D","l","VIN Inspection","Wednesday","P","CLO","SHA3G","-87451063","41492104"
"21SH03660","04/07/2021","11:31:03","11:39:21 04/07/2021","11:40:39 04/07/2021","11:47:25 04/07/2021","WOZNIAK JE","W LINCOLN HWY & ST JOHN RD, SCHERERVILLE","D","l","Funeral Escort","Wednesday","T","CLO","SHA2C","-87489946","41491174"
"21SH03661","04/07/2021","11:34:14","11:34:37 04/07/2021","11:37:42 04/07/2021","11:40:49 04/07/2021","JANSON J","909 W LINCOLN HWY, SCHERERVILLE","D","l","Alarm","Wednesday","T","CLO","SHA2C","-87473462","41490671"
"21SH03662","04/07/2021","12:00:20","12:05:00 04/07/2021","12:16:48 04/07/2021","13:06:40 04/07/2021","LOPEZ C","1773 FOUNTAIN PARK DR; HOLIDAY INN EXPRESS;RM 109, SCHERERVILLE","D","l","Theft-Auto","Wednesday","T","CLO","SHA1G","-87475575","41491062"
"21SH03663","04/07/2021","12:41:21","12:43:06 04/07/2021","12:50:59 04/07/2021","13:08:44 04/07/2021","GERBICK M","252 BACH RD, SCHERERVILLE","D","l","Civil Matter","Wednesday","9","CLO","SHA2J","-87457975","41474727"
"21SH03664","04/07/2021","12:53:40","12:54:15 04/07/2021","12:57:38 04/07/2021","13:02:04 04/07/2021","WOZNIAK JE","W LINCOLN HWY & PINE ISLAND DR, CROWN POINT","D","l","Agency Assist","Wednesday","T","CLO","SHA4D","-87397267","41474087"
"21SH03665","04/07/2021","13:24:33","13:26:18 04/07/2021","13:33:32 04/07/2021","13:40:09 04/07/2021","SEGOVIA IA","8111 BURR ST; PINE ISLAND CAR WASH, CROWN POINT","D","l","Alarm","Wednesday","T","CLO","SHA4C","-87402764","41472200"
"21SH03666","04/07/2021","14:21:17","14:22:43 04/07/2021","14:26:11 04/07/2021","14:36:09 04/07/2021","STEVENS A","711 W MAIN ST, SCHERERVILLE","D","l","Juvenile Prob","Wednesday","T","CLO","SHA1C","-87469205","41523006"
"21SH03667","04/07/2021","14:24:14","14:24:55 04/07/2021","14:32:06 04/07/2021","14:40:56 04/07/2021","SEGOVIA IA","155 US 41, SCHERERVILLE","D","l","Alarm","Wednesday","T","CLO","SHA1C","-87471304","41520263"
"21SH03668","04/07/2021","14:26:57","14:36:02 04/07/2021","14:40:44 04/07/2021","15:49:23 04/07/2021","JANSON J","2100 US 41;D&R AUTO REPAIR, SCHERERVILLE","D","l","Burglary","Wednesday","T","CCF","SHA2D","-87470749","41486486"
"21SH03669","04/07/2021","15:50:00","15:52:52 04/07/2021","16:01:17 04/07/2021","16:11:37 04/07/2021","GERBICK M","5205 W 78TH LN, SCHERERVILLE","D","l","Utility Problem","Wednesday","T","CLO","SHA4M","-87396964","41475633"
"21SH03670","04/07/2021","15:57:13","15:57:53 04/07/2021","16:01:51 04/07/2021","16:04:05 04/07/2021","WOZNIAK JE","1904 US 41, SCHERERVILLE","D","l","911 HANGUP","Wednesday","9","CLO","SHA2D","-87470844","41488388"
"21SH03671","04/07/2021","16:32:08","16:32:45 04/07/2021","16:35:23 04/07/2021","16:45:51 04/07/2021","STEVENS A","1048 US 41, SCHERERVILLE","D","l","Disturbance","Wednesday","T","CLO","SHA1E","-87471155","41504468"
"21SH03672","04/07/2021","17:17:19","17:18:29 04/07/2021","17:20:32 04/07/2021","17:21:54 04/07/2021","ARVANITIS RI","1048 US 41; NB LANES, SCHERERVILLE","D","l","Traffic Hazard","Wednesday","T","CLO","SHA1E","-87471155","41504468"
"21SH03673","04/07/2021","17:26:12","17:28:19 04/07/2021","17:36:54 04/07/2021","17:50:11 04/07/2021","EGER RY","1444 GRANDVIEW CT; 1A, CROWN POINT","D","l","Information","Wednesday","9","CLO","SHA4A","-87416338","41475544"
"21SH03675","04/07/2021","17:34:53","17:39:50 04/07/2021","17:46:19 04/07/2021","17:58:18 04/07/2021","STEVENS A","221 US 41; JAKS WAREHOUSE; STE F, SCHERERVILLE","D","l","Lockout","Wednesday","W","CLO","SHA1C","-87471287","41519084"
"21SH03674","04/07/2021","17:36:12","17:51:15 04/07/2021","17:56:46 04/07/2021","18:06:34 04/07/2021","ARVANITIS RI","FRIAR TUCK DR & ROBINHOOD BLVD, SCHERERVILLE","D","l","Citizen Assist","Wednesday","T","CLO","SHA3I","-87458077","41486531"
"21SH03676","04/07/2021","17:52:44","17:55:26 04/07/2021","**:**:** **/**/****","17:59:25 04/07/2021","EGER RY","W LINCOLN HWY & ROBINHOOD BLVD;WB, SCHERERVILLE","D","l","Reckless Drivg","Wednesday","W","UTL","SHA3I","-87457169","41489084"
"21SH03677","04/07/2021","18:43:34","18:47:34 04/07/2021","18:52:30 04/07/2021","19:24:08 04/07/2021","xWHITE IM","US 41 & WILLOWBROOK DR; IN THE ROADWAY, SCHERERVILLE","N","l","PD Accident","Wednesday","W","CLO","SHA1F","-87471141","41503602"
"21SH03678","04/07/2021","18:43:58","18:48:37 04/07/2021","18:52:18 04/07/2021","18:59:00 04/07/2021","EGER RY","1824 CLINE AV; PEIFER ELEMENTARY, SCHERERVILLE","N","l","Juvenile Prob","Wednesday","T","CLO","SHA3B","-87432189","41491877"
"21SH03679","04/07/2021","19:18:06","19:24:12 04/07/2021","19:27:54 04/07/2021","19:58:10 04/07/2021","xWHITE IM","2147 MEADOW LN; GARDEN APT 7, SCHERERVILLE","N","lf","Agency Assist","Wednesday","T","SFD","SHA2G","-87467404","41483676"
"21SH03680","04/07/2021","19:45:42","19:47:30 04/07/2021","19:54:30 04/07/2021","20:24:52 04/07/2021","EGER RY","E US HWY 30 & AUSTIN AV; JUST EAST OF AUSTIN, SCHERERVILLE","N","l","Disabld Vehicle","Wednesday","T","CLO","SHA3G","-87446625","41484394"
"21SH03681","04/07/2021","20:03:43","21:11:29 04/07/2021","21:16:30 04/07/2021","21:16:34 04/07/2021","AHRENS J","7403 CLINE AV; CAMPAGNA ACADEMY, SCHERERVILLE","N","l","Agency Assist","Wednesday","O","CLO","SHA4H","-87432045","41485394"
"21SH03682","04/07/2021","20:13:32","20:15:19 04/07/2021","20:23:29 04/07/2021","20:29:03 04/07/2021","STALEY R","6750 ROHRMAN RD; ROHRMAN PARK, CROWN POINT","N","l","Found Property","Wednesday","T","CLO","SHA4A","-87415886","41466427"
"21SH03683","04/07/2021","21:46:07","21:51:17 04/07/2021","21:54:00 04/07/2021","22:13:10 04/07/2021","xWHITE IM","2060 MEADOW LN; APT2, SCHERERVILLE","N","l","Citizen Assist","Wednesday","T","CLO","SHA2G","-87467398","41484859"
"21SH03684","04/07/2021","22:23:49","**:**:** **/**/****","22:23:50 04/07/2021","23:00:44 04/07/2021","BUONADONNA A","5520 W LINCOLN HWY; WALGREENS; EAST 30/BURR, SCHERERVILLE","N","l","Drugs","Wednesday","O","CCF","SHA4M","-87401872","41474969"
"21SH03685","04/07/2021","22:46:24","**:**:** **/**/****","**:**:** **/**/****","**:**:** **/**/****","","1325 DEER CREEK DR, SCHERERVILLE","N","l","Animal Problem","Wednesday","T","CLO","SHA1E","-87485084","41500551"
"21SH03686","04/07/2021","23:33:17","02:06:34 04/08/2021","02:23:45 04/08/2021","05:17:13 04/08/2021","xWHITE IM","2251 US 41; LONGSHOTS, SCHERERVILLE","N","l","DUI","Wednesday","O","CAA","SHA2G","-87470653","41484478"
"21SH03687","04/08/2021","01:33:06","**:**:** **/**/****","01:33:19 04/08/2021","01:52:34 04/08/2021","SAVICH S","2251 US 41; LONGSHOTS, SCHERERVILLE","N","l","Suspicious Inc.","Thursday","O","CLO","SHA2G","-87470653","41484478"
"21SH03688","04/08/2021","03:08:20","**:**:** **/**/****","**:**:** **/**/****","**:**:** **/**/****","","1301 KENNEDY AV, SCHERERVILLE","N","l","Reposession","Thursday","T","CLO","SHA3F","-87461329","41498241"
"21SH03689","04/08/2021","04:14:13","04:17:44 04/08/2021","04:24:20 04/08/2021","04:31:20 04/08/2021","STALEY R","6745 FALCON DR, SCHERERVILLE","N","lf","Agency Assist","Thursday","T","SFD","SHA4J","-87403995","41495283"
"21SH03690","04/08/2021","06:05:54","**:**:** **/**/****","**:**:** **/**/****","**:**:** **/**/****","","8052 MATTERHORN LN, CROWN POINT","D","l","Reposession","Thursday","F","CLO","SHA4D","-87394991","41471999"
"21SH03691","04/08/2021","06:26:00","06:28:35 04/08/2021","06:33:04 04/08/2021","06:36:55 04/08/2021","STEVENS A","351 E JOLIET ST;  TWO DOORS DOWN TO THE WEST, SCHERERVILLE","D","l","Suspicious Per.","Thursday","T","CLO","SHA3B","-87443427","41492790"
"21SH03692","04/08/2021","07:38:41","07:40:58 04/08/2021","07:52:11 04/08/2021","07:52:20 04/08/2021","LOPEZ C","8127 MOUNT CT; B, CROWN POINT","D","l","Suspicious Per.","Thursday","T","CLO","SHA4C","-87398207","41470876"
"21SH03693","04/08/2021","08:24:45","08:27:13 04/08/2021","08:29:02 04/08/2021","08:31:42 04/08/2021","WOZNIAK JE","1088 CRIMSON CLOVER WAY, SCHERERVILLE","D","lf","Agency Assist","Thursday","T","SFD","SHA1E","-87479001","41499888"
"21SH03694","04/08/2021","08:28:20","08:31:01 04/08/2021","08:32:45 04/08/2021","09:08:10 04/08/2021","GERBICK M","2150 SHERWOOD LAKE DR; 2A, SCHERERVILLE","D","l","Unwanted Party","Thursday","T","CLO","SHA2D","-87472055","41484089"
"21SH03695","04/08/2021","09:28:23","**:**:** **/**/****","09:35:40 04/08/2021","09:59:46 04/08/2021","WOZNIAK JE","10451 INDIANAPOLIS BLVD; TARGET, HIGHLAND","D","l","Traffic Offense","Thursday","O","CLO","HI217","-87471293","41523936"
"21SH03696","04/08/2021","09:59:09","09:59:29 04/08/2021","10:28:13 04/08/2021","10:28:20 04/08/2021","LOPEZ C","E HWY 330 & S COLFAX ST, GRIFFITH","D","l","Agency Assist","Thursday","T","CLO","4050","-87412743","41491394"
"21SH03697","04/08/2021","10:33:20","**:**:** **/**/****","**:**:** **/**/****","10:34:05 04/08/2021","HARDIMAN CA","25 E JOLIET ST, SCHERERVILLE","D","l","Tow/Veh Release","Thursday","P","CLO","SHA3G","-87451063","41492104"
"21SH03698","04/08/2021","10:37:31","10:38:33 04/08/2021","10:43:50 04/08/2021","16:31:08 04/08/2021","LOPEZ C","1973 ASPEN CT, CROWN POINT","D","lf","Welfare Check","Thursday","9","CLO","SHA4B","-87403215","41472839"
"21SH03699","04/08/2021","10:40:45","10:41:51 04/08/2021","10:50:55 04/08/2021","11:05:00 04/08/2021","QUASNEY D","10 E JOLIET ST; SCHERERVILLE TOWN HALL, SCHERERVILLE","D","l","Escort","Thursday","T","CLO","SHA3F","-87451433","41492079"
"21SH03702","04/08/2021","10:50:10","10:54:31 04/08/2021","10:55:06 04/08/2021","11:13:06 04/08/2021","SEGOVIA IA","25 E JOLIET ST, SCHERERVILLE","D","l","Theft","Thursday","P","CLO","SHA3G","-87451063","41492104"
"21SH03700","04/08/2021","10:50:27","10:52:13 04/08/2021","11:00:42 04/08/2021","11:12:10 04/08/2021","WOZNIAK JE","1114 W LINCOLN HWY; NWI concrete cutting, SCHERERVILLE","D","l","Theft Atmp","Thursday","T","CLO","SHA1G","-87479156","41490770"
