current_date,page_num,call_number,call_time,original_call_reason_action,original_call_taker,call_address,arvd_time,clrd_time,narrative_text,referenced_citation,call_taker,call_reasons,call_actions
02/15/2020,321,20-2049,2353,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL ANTHONY M DUPRAT,COLD_SPRING_RD,23:53:27,02/15/2020,,T2085468,PATROL ANTHONY M DUPRAT,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,321,20-2050,0045,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING  Calli Taker  PATROL ANTHONY M DUPRAT,,WATER_ST,00:45:29,,,T2085469,,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,321,20-2051,0046,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI  MAIN ST,Unit,00:46:26,00:52:11,,T2085710,PATROLMAN SCOTT SKORUPSKI,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,321,20-2052.,0306,Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI  ress,,03:07:12,03:07:17,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
02/15/2020,321,20-2055:,0846,Initiated - BUILDING CHECK  BULLDING CHECKED/SECURED,PATROL BRAD SACCO,STONEY_LEDGE_RD,08:46:21,08:47:56,Narrative  checked  Narrative  Checked Area.  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,322,20-2057,0852,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,LONGVIEW_TER,08:52:10,08:53:25,Narrative:  checked  Narrative:  Checked Area.  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,322,20-2058,0855,Initiated ~- BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,FRENIER_AVE,08:55:23,08:56:00,Narrative:  checked  Narrative:  Checked Area  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,322,20-2059,0856,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO  HARWOOD ST,Unit:,08:56:16,08:57:25,Narrative:  checked  Narrative:  Checked Area  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,322,20-2060,0859,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,NORTH_ST,09:00:04,09:00:47,Narrative  done  Narrative  Checked 0044  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,322,20-2061,0902,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,HILL_PROVINCE_RD_,09:02:14,,Narrative  Arvd-09:02:14 Ched-09203 08  done  Narrative  Checked 0103  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,323,20-2063,0904,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO  HAWTHORNE RD,Unit:,09:05:05,09:06:04,Narrative:  name  Narrative:  Checked Area.  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,323,20-2064,0910,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,(WIA_1832]_NORTH_HOOSAC_RD,09:10:55,09:11:25,Narrative  Checked  Narrative  done  Narrative  checked  Narrative  done  Narrative  Checked 0020  Narrative  Checked 0323  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,323,20-2065,-,2065 -  0911  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL BRAD SACCO,NORTH_HOOSAC_RD,09:11:48,09:12:15,Narrative  done  Narrative  Checked 0213  ,,PATROL BRAD SACCO,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,323,20-2067,0916,$11 -  ALARM  - BURGLAR  ALARM FALSE,"PATROL DAVID JENNINGS, D",{WIA_671]_COLD_SPRING_RD,09:20:45,09:30:03,Narrative:  Ron's Enroute  Narrative:  0630Hrs Ron's on scene.  0652Hrs M/V removed from scene.  Refer To Accident:  ,,"PATROL DAVID JENNINGS, D",,ALARM FALSE
02/15/2020,324,20-2094,0810,Phone - SUSPICIOUS ACTIVITY  INVESTIGATED / REPORT  TAKEN,DISPATCHER WILLIAM C JENNINGS JR,{WIA_1090]_CHURCH_ST,08:22:38,08:53:57,Narrative  CP requesting to see an officer in reference to a missing  cell phone.  Narrative:  See incident# ,,DISPATCHER WILLIAM C JENNINGS JR,Phone - SUSPICIOUS ACTIVITY,INVESTIGATED / REPORT
02/15/2020,324,20-2095,0822,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,LONGVIEW_TER,-08:22:24,08:22:44,Narrative  checked  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,324,20-2096,0823,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,STRATTON_RD,08:24:03,08:24:36,Narrative  checked  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,324,20-2097,0826,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,STONEY_LEDGE_RD,08:26:11,08:26:48,Narrative:  checked  Narrative:  Checked Area. ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,325,20-2098,0830,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT BE MCGOWAN,FRENIER_AVE,08:30:25,08:30:48,Narrative  checked  Narrative  Checked Area.  Initiated - BUILDING CHECK  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,325,20-2039,0831,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,HARWOOD_ST,-08:31:34,08:31:46,Narrative  checked  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,,BUILDING CHECKED/SECURED
02/15/2020,325,20-2100,0834,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,NORTH_ST,08:35:00,08:35:40,Narrative  done  Narrative  Checked 0042  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,325,20-2101,0836,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,HAWTHORNE_RD,08:37:15,08:37:35,Narrative  gone  Narrative  Checked Area.  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,325,20-2102,0839,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  ‘Calli Taker  SERGEANT SCOTT E MCGOWAN,,HILL_PROVINCE_RD,08:39:32,08:39:51,Narrative  done  Narrative  Checked 0057 ,,,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,326,20-2103,0843,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,{WIA_1832]_NORTH_HOOSAC_RD,08:43:37,08:44:21,Narrative  Checked  Narrative  done  Narrative  checked  Narrative  Checked 2335  Narrative  Checked 0314  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,326,20-2104,0846,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,NORTH_HOOSAC_RD,08:46:37,08:47:02,Narrative  done  Narrative  Checked 0157  ,,SERGEANT SCOTT E MCGOWAN,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/15/2020,326,20-2106,0921,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL BRAD SACCO,COLD_SPRING_RD,09:21:55,09:27:11,,T2294103,PATROL BRAD SACCO,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,326,20-2107,0957,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL BRAD SACCO  HANCOCK RD,Unit,09:57:30,10:01:40,,T2294105,PATROL BRAD SACCO,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,327,20-2110,Init,iated - SUSPICIOUS MOTOR VEHICLE  BULLDING CHECKED/SECURED,PATROL BRAD SACCO,(WIA_240]_COLE_AVE,10:42:58,10:53:26,Narrative  Vehicle parked across the tracks behind RK Miles. Boot  tracks leading from car to behind RK.  Narrative  Followed tracks passed RK. They never went into the lumber  yard just kept going down the tracks. No one located.  ,,PATROL BRAD SACCO,,BUILDING CHECKED/SECURED
02/15/2020,327,20-2111,1127,Initiated - MOTOR VEHICLE STOP  CITATION ~- WARNING,PATROL BRAD SACCO,MAIN_ST,11:27:57,11:35:42,Narrative  Operator renewed registration on her phone and her passenger  who was a licensed operator drove her car.  1151  Initiated - MOTOR VEHICLE STOP  ,72294106,PATROL BRAD SACCO,Initiated - MOTOR VEHICLE STOP,CITATION
02/15/2020,327,20-2112.,CITA,TION - WARNING,PATROL BRAD SACCO,COLD_SPRING_RD,121:51:39,12:10:221,,T2294107,PATROL BRAD SACCO,,CITATION - WARNING
02/15/2020,327,20-2113,1255,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL BRAD SACCO,MAIN_st,12:55:18,13:10:12,,12294108,PATROL BRAD SACCO,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/15/2020,328,20-2117,1314,Phone - TRAFFIC COMPLAINT  PATROL ADVISED,DISPATCHER WILLIAM C JENNINGS JR,MAIN_st,,,Narrative:  CP reporting a vehicle swerving back and forth. Vehicle  turned down Cole Ave now. Plate that was given is 525VMZ.  Not on file.  ,,DISPATCHER WILLIAM C JENNINGS JR,Phone - TRAFFIC COMPLAINT,PATROL ADVISED
02/15/2020,328,20-2114,1337,Phone -  ANIMAL CONTROL  TAKEN TO FAMILY,DISPATCHER WILLIAM C JENNINGS JR,(WIA_380]_MAIN_ST,,,"Narrative:  CP reports about 2 hrs ago her Pitbuil Mix Tan in color had  jumped out of the vehicle that her husband was operating.  Dog jumped out at location & is running around the area.  Dog doés have a collar with Disney characters on it as well  as it's other tags. CP advises that dog will not come to  If located contact CP,  strangers.  Narrative:  Owner called to report the dog returned home.  ",,DISPATCHER WILLIAM C JENNINGS JR,Phone - ANIMAL CONTROL,ANIMAL CONTROL
02/15/2020,328,20-2115,1404,Phone - MOTOR VEHICLE ACCIDENT  INVESTIGATED / REPORT  TAKEN,DISPATCHER WILLIAM C JENNINGS JR,COLD_SPRING_RD_+_BEE_HILL_RD,14:08:54,14:17:08,Narrative  MV vs Deer.  Deer is deceased.  Refer To Accident:  20~26-AC  ,,DISPATCHER WILLIAM C JENNINGS JR,Phone - MOTOR VEHICLE ACCIDENT,INVESTIGATED / REPORT
02/15/2020,328,20-2116,1417,911 - SUSPICIOUS ACTIVITY  SERVICES RENDERED  -,DISPATCHER WILLIAM C JENNINGS JR,[WIA_1832]_NORTH_HOOSAC_RD,,,Narrative:  CP called requesting a call in reference to a male party  that she met on facebook dating site who has threatened to  report her to facebook as being a fake person.  She was advised to cut all contacts from Wood.  ,,DISPATCHER WILLIAM C JENNINGS JR,911 - SUSPICIOUS ACTIVITY,SERVICES RENDERED
02/15/2020,328,20-2120.,1812,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL KEVIN P GARNER,HANCOCK_RD,18:12:40,18:18:012,,T2294014,PATROL KEVIN P GARNER,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/17/2020,329,20-2123,1933,CITATION - WARNING,PATROL KEVIN P GARNER,COLD_SPRING_RD,19:33:15,19:39:52,,T2294015,PATROL KEVIN P GARNER,,CITATION - WARNING
02/17/2020,329,20-2124.,1953,Initiated - MOTOR VEHICLE STOP  CITATION  - WARNING  PATROL JOHN J MCCONNELL JR,,NORTH_HOOSAC_RD,19:53:50,19:55:13,,T2085687,,Initiated - MOTOR VEHICLE STOP,CITATION
02/17/2020,329,20-2125,2016,Phone - ASSAULT  LOG ENTRY REQUEST,DISPATCHER LAURIE TUPER,{WIA_165]_ADAMS_RD,,,"Narrative:  CP reports Mr. Strom struck Mr. Wood. No injury occured.  Internal investigation and report to state underway. Needs  log and call number only,  No police response needed.  ",,DISPATCHER LAURIE TUPER,Phone - ASSAULT,LOG ENTRY REQUEST
02/17/2020,329,20-2126,|,20-2126 |  2046  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,WATER_ST,20:46:20,20:46:43,Narrative:  Checked Area.  ,,PATROL JOHN J MCCONNELL JR,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,329,20-2127,2116,Initiated - MOTOR VEHICLE STOP  CITATION  - CIVIL,PATROL JOHN J MCCONNELL JR  MAIN ST,Unit:,21:16:04,21:25:58,,72085688,PATROL JOHN J MCCONNELL JR,Initiated - MOTOR VEHICLE STOP,CITATION
02/17/2020,329,20-2130,0346,Initiated - PARKING CHECK  SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,[WIA_390]_SIMONDS_RD_,03:47:06,03:47:34,,,PATROL CRAIG A EICHHAMMER,Initiated - PARKING CHECK,SERVICES RENDERED
02/17/2020,330,20-2131,Call,,PATROL ANTHONY M DUPRAT,[WIA_333],,,"Narrative:  Alarm went off multiple times, alarm restored prior to  calling dispatch.  ",,PATROL ANTHONY M DUPRAT,,
02/17/2020,330,20-2132,0642,Initiated - DISABLED M V  SERVICES RENDERED,CHIEF KYLE J JOHNSON  COLD SPRING RD,Unit:,06:43:15,07:07:37,,,CHIEF KYLE J JOHNSON,Initiated - DISABLED M V,SERVICES RENDERED
02/17/2020,330,20-2133,0821,Other - PUBLIC RECORDS REQUEST  SERVICES RENDERED,CHIEF KYLE J JOHNSON,,,,Narrative:  In-house check. Emailed.  ,,CHIEF KYLE J JOHNSON,Other - PUBLIC RECORDS REQUEST,SERVICES RENDERED
02/17/2020,330,20-2134,0848,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL KALVIN DZIEDZIAK,BRIDGES_RD,08:48:41,-08:56:45,,72294069,PATROL KALVIN DZIEDZIAK,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/17/2020,330,20-2135,o911,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,NORTH_HOOSAC_RD,-09:12:11,09:12:22,Narrative  Checked  Narrative  Checked 0151  0944  Initiated ~- MOTOR VEHICLE STOP  CITATION ~ WARNING  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,330,20-2136,Call,,PATROL KALVIN DZIEDZIAK,WATER_ST,09:44:56,09:50:21,,,PATROL KALVIN DZIEDZIAK,,
02/17/2020,331,20-2137,1104,Initiated ~ BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,FRENIER_AVE,-11:04:41,11:04:52,Narrative  Checked  Narrative  Checked Area.  1105  Initiated - BUILDING CHECK  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,331,20-2138,BUIL,DING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,HARWOOD_ST,11:05:26,11:05:40,Narrative  Checked  Narrative  Checked Area.  ,,PATROL KALVIN DZIEDZIAK,,BUILDING CHECKED/SECURED
02/17/2020,331,20-2139,1114,Phone -  9-1-1 OVERFLOW NORTH ADAMS  SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,,,,"Narrative:  Autistic child stuck in a couch, 75 Biltmore Ave, Transfered  to North Adams.  ",,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
02/17/2020,331,20-2140,1158,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,PETERSBURG_RD,11:58:23,11:59:43,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,331,20-2141,1207,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,NORTHWEST_HILL_RD,12:07:21,12:09:17,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,331,20-2142,1208,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,{WIA_1832]_NORTH_HOOSAC_RD,12:08:24,12:09;:42,Narrative:  Checked  Narrative:  checked  Narrative:  Checked 2353  Narrative: ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2143,1213,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  -,PATROL KALVIN DZIEDZIAK,(WIA_249]_NORTH_ST,12:13:50,12:14:08,Narrative  Checked  Narrative  Checked 0009  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2144,1218,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,BEE_HILL_RD,12:18:55,12:19:30,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2145,1223,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,COLD_SPRING_RD,12:24:01,12:24:55,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2146,1224,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,HILL_PROVINCE_RD,12:24:47,12:25:02,Narrative  Checked  Narrative  Checked 0602  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2147,1223,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZTEDZIAK,HAWTHORNE_RD,12:29:45,12:30:06,Narrative:  Checked  Narrative:  Checked Area.  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,332,20-2148,1231,Initiated - ROAD CONDITIONS  TAKEN/REFERRED TO OTHER  AGENCY,CHIEF KYLE J JOHNSON,GREEN_RIVER_RD,12:33:30,12:34:29,"Narrative  South of 1828 in NB lane is a 10"" deep x 30"" long x 10"" wide  pothole that should receive immediate attention.  Three  cones placed to warn traffic. MADOT advised. ",,CHIEF KYLE J JOHNSON,Initiated - ROAD CONDITIONS,TAKEN/REFERRED TO OTHER AGENCY
02/17/2020,333,20-2149,1236,Phone - 9-1-1 SILENT CALL  SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE,[WIA_96]_SPRING_ST,,12:40:52,"Narrative:  Silent call with no answer, unable to use TTY. faint  background noise heard but nothing specific. Multiple  callbacks went unanswered.  Narrative:  Party called back and stated it must have been a pocket  dial,  no issues.  ",,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
02/17/2020,333,20-2150,1250,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK  STRATTON RD,Unit:,12:50:57,,Narrative:  Checked Area.  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,333,20-2151,1253,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,LONGVIEW_TER,12:53:59,12:54:23,Narrative  checked  Narrative  Checked Area.  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,333,20-2152,1257,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL KALVIN DZIEDZIAK,STONEY_LEDGE_RD,12:57:27,12:57:45,Narrative  checked  Narrative  Checked Area.  ,,PATROL KALVIN DZIEDZIAK,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/17/2020,333,20-2154,1358,Other - ASSIST OTHER AGENCY  - FIRE  SERVICES RENDERED,DISPATCHER CHRISTINE LEMOINE  SOUTHWORTH ST,Unit:,14:01:03,14:03:36,"Narrative:  Report of cows loose at the top of Hopper Rd.  Messages left with owners of the cows.  Spoke with Mr. Sweet, he is rounding up the cows now.  ",,DISPATCHER LAURIE TUPER,,SERVICES RENDERED
02/17/2020,334,20-2156,1600,Initiated - JUNK MV COMPLAINT  SERVICES RENDERED,PATROL BRAD SACCO,{WIA_1987]_NORTH_HOOSAC_RD,16:02:55,16:11:32,Narrative:  Follow up from call # ,,PATROL BRAD SACCO,,SERVICES RENDERED
02/17/2020,334,20-2157,1725,Initiated - MOTOR VEHICLE STOP  CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,BRIDGES_RD,17:25:46,17:35:46,,T2085689,PATROL JOHN J MCCONNELL JR,Initiated - MOTOR VEHICLE STOP,CITATION
02/17/2020,334,20-2158,1801,Initiated - MOTOR VEHICLE STOP  CITATION - WARNING,PATROL JOHN J MCCONNELL JR,BRIDGES_RD,18:01:06,18:09:01,,T2085690,PATROL JOHN J MCCONNELL JR,Initiated - MOTOR VEHICLE STOP,CITATION - WARNING
02/17/2020,334,20-2159,Call,,PATROL BRAD SACCO,MAIN_ST,20:05:25,20:10:41,,T2294109,PATROL BRAD SACCO,,
02/17/2020,334,20-2160,Call,,PATROL BRAD SACCO,WATER_ST,221:18:14,,Narrative:  Checked Area.  ,,PATROL BRAD SACCO,,
02/18/2020,335,20-2161,2246,Phone - DISTURBANCE  SERVICES RENDERED,DISPATCHER LAURIE TUPER,[WIA_195]_MAIN_ST,22:52:34,23:21:34,Narrative  Reports there is a situation with two patrons who were  dismissed from Nationwide Invest and their employer wants CP  to take car keys from them.  Also received'a call from CEO of Nationwide stating the  vehicle was stolen by two former employees and located at  above address.  Narrative  Vehicle is not reported stolen. Vehicle is legally rented  and being returned to Albany Airport tonight. Spoke both  involved parties and the owner of the company they work for.  Ex employees returning vehicle and renting their own room in  albany. All involved parties satisfied with the outcome.  -  For Date:  02/18/2020  Tuesday  ,,DISPATCHER LAURIE TUPER,Phone - DISTURBANCE,SERVICES RENDERED
02/18/2020,335,20-2163,0047,Initiated - ASSIST OTHER AGENCY - POLICE  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,MAIN_ST,00:47:46,00:54:59,Narrative:  Assisted MSP on a m/v stop.  ,,PATROLMAN SCOTT SKORUPSKI,Initiated - ASSIST OTHER AGENCY,SERVICES RENDERED
02/18/2020,335,20-2164,0318,Initiated - PARKING CHECK  SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI  [WIA 390] SIMONDS RD,Unit:,03:18:26,03:18:32,,,PATROLMAN SCOTT SKORUPSKI,Initiated - PARKING CHECK,SERVICES RENDERED
02/18/2020,335,20-2165,0356,Initiated ~- SUSPICIOUS MOTOR VEHICLE  BUILDING CHECKED/SECURED,PATROLMAN SCOTT SKORUPSKI,{WIA_177]_MAIN_ST,03:58:59,04:00:28,"Narrative  Two m/v's parked in the parking lot, unoccupied.  ",,PATROLMAN SCOTT SKORUPSKI,Initiated - SUSPICIOUS MOTOR VEHICLE,BUILDING CHECKED/SECURED
02/18/2020,336,20-2168,0810,Phone ~ TRAFFIC COMPLAINT  TAKEN/REFERRED TO OTHER  AGENCY,DISPATCHER CHRISTINE LEMOINE,MAIN_ST_+_COLE_AVE,,,"Narrative  Report that Traffic light is not on normal cycles, Lenox  MADOT notified.  Narrative  No repair has been made, MA DOT in town will follow up.  ",,DISPATCHER LAURIE TUPER,Phone - TRAFFIC COMPLAINT,TAKEN/REFERRED TO OTHER AGENCY
02/18/2020,336,20-2169,0827,Initiated - BUILDING CHECK  BUILDING CHECKED/ SECURED,CHIEF KYLE J JOHNSON,NORTHWEST_HILL_RD,08:27:24,08:28:55,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,336,20-2170,0835,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,PETERSBURG_RD,08:35:42,08:37:22,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,336,20-2171,0843,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,BEE_HILL_RD,08:43:22,08:44:39,,,CHIEF KYLE J JOHNSON,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,336,20-2172,|,20-2172 |  0900  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,{WIA_1832]_NORTH_HOOSAC_RD,-09:00:11,09:01:14,Narrative:  done  Narrative:  02/19/2020 0226 Checked $3  Narrative:  Checked 0401  ,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,336,20-2173,0903,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,NORTH_HOOSAC_RD_,09,,,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,337,20-2174,0910,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ  HARWOOD ST,Unit:,09,09:11:10,,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,337,20-2175,0912,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  “,PATROL TANIA HERNANDEZ,FRENIER_AVE,09,09:13:33,,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,337,20-2177,0919,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,STRATTON_RD,09,09:21:06,,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,337,20-2178,0928,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,STONEY_LEDGE_RD,09,09:29:26,,,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
02/18/2020,337,20-2179,0936,Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  ',PATROL TANIA HERNANDEZ,HAWTHORNE_RD,09,09:37:25,"Narrative  Not plowed  0939  Initiated - BUILDING CHECK  BUILDING CHECKED/SECURED  onal,  ' Call Taker:  PATROL TANIA HERNANDEZ  Location/Address:  HILL PROVINCE RD  Unit:  36  Arvda-09:39:34  Cird-09:40:50  ",,PATROL TANIA HERNANDEZ,Initiated - BUILDING CHECK,BUILDING CHECKED/SECURED
